path___sentence_merge_strategy-match_cutoff_synset_strategy-first_wordnet-slk:0.44,1.0,1.0,0.69,0,0.13,0.46,0.25,0.0,0.03,0.04,0.21,0.44,0.04,0.04,0.69,0.03,0.44,0.58,0.57,0.03,1.0,0.02,1.0,0.78,0.36,1.0,0.14,0.04,0.19,0.67,0.37,0.38,0.62,1.0,0.0,0.02,0.04,0.0,0.0,0.05,0.17,0.24,0.31,0.78,1.0,0.0,0.75,0.06,1.0,0.36,0.6,1.0,0.8,0.77,0.03,0.03,0.02,0.68,0.33,0.0,0.01,0.54,1.0,0.02,0.03,0.52,0.35,0.69,0,0.45,1.0,0.3,0.0,0.75,0.0,0.0,0.1,0.16,0.07,0.02,0.03,0.07,0.0,0.04,0.52,0.39,0.71,0.41,1.0,0.0,0.04,0.3,0.0,0.2,0.35,0.06,0.18,1.0,0.04,0.29,0.76,0.68,1.0,0.02,0.36,0.27,0.34,0.38,0.04,0.61,0.28,0.05,0.14,0.04,0.73,0.0,0.02,0.04,0.33,0.46,0.33,0.51,0.55,0.02,0.04,0.03,0.02,0.31,0.27,0.73,0.67,0.03,0.02,0.03,0.35,0.16,1.0,0.14,0.02,0.03,0.11,0.36,0.51,1.0,0.04,1.0,0.07,0.04,0.36,0.06,0.06,0.67,0.12,1.0,0.42,0.08,0.02,0.9,0.08,0.42,0.07,0.03,0.04,0.67,0.0,0.03,0.03,0.0,0.19,0.01,0.23,0.14,0.08,0.08,0.13,1.0,0.28,0.04,0.03,0.67,0.7,0.15,0.0,0.33,0.11,0.14,0.53,1.0,0.0,0.62,0.03,0.07,0.05,0.85,0,0.68,0.81,0.03,0.05,0.05,0.44,0.06,0.23,0.27,0.01,1.0,0.05,0.61,0.02,0.04,0.31,1.0,0.23,0.75,0.82,0.58,0.73,0.71,0.01,0.06,0.83,0.0,0.74,0.47,0.24,0.06,0.35,0.0,0.02,0.78,0.47,0.69,0.02,0.12,0.22,0.04,0.01,1.0,0.77,0.42,0.58,0.0,0.0,0.07,0.12,0.02,0.17,0.01,0.16,0.03,0.83,0.29,0.03,0.88,0.07,0.53,0.55,0.49,0.43,0.19,0.03,0.03,0.02,0.07,0.07,0.46,0.0,0.53,0.28,0,0.02,0.03,0.04,0.13,0.84,0.04,0.78,0.07,0.59,0.51,0.62,0.62,0.14,0.3,0.28,0.13,0.03,0.62,0.33,0.75,0.72,0.47,0.03,0.0,0.08,0.21,0.67,0.0,0.12
path___sentence_merge_strategy-match_cutoff_synset_strategy-max_wordnet-slk:0.53,1.0,1.0,0.69,0,0.13,0.46,0.25,0.0,0.04,0.04,0.24,0.44,0.04,0.06,0.69,0.03,0.45,0.58,0.58,0.03,1.0,0.02,1.0,0.78,0.51,1.0,0.17,0.05,0.19,0.67,0.38,0.38,0.63,1.0,0.0,0.1,0.05,0.0,0.0,0.05,0.17,0.24,0.31,0.78,1.0,0.0,0.75,0.08,1.0,0.36,0.6,1.0,0.8,0.77,0.04,0.05,0.02,0.69,0.33,0.0,0.02,0.54,1.0,0.03,0.05,0.52,0.39,0.69,0,0.46,1.0,0.3,0.0,0.75,0.0,0.0,0.5,0.17,0.1,0.03,0.03,0.07,0.0,0.1,0.52,0.39,0.72,0.41,1.0,0.0,0.07,0.31,0.0,0.21,0.35,0.06,0.18,1.0,0.08,0.4,0.78,0.68,1.0,0.02,0.36,0.28,0.35,0.38,0.04,0.61,0.29,0.1,0.15,0.04,0.83,0.0,0.02,0.12,0.67,0.56,0.33,0.51,0.6,0.03,0.04,0.03,0.02,0.32,0.27,0.73,0.67,0.04,0.03,0.04,0.35,0.16,1.0,0.14,0.03,0.06,0.12,0.36,0.52,1.0,0.05,1.0,0.08,0.04,0.37,0.09,0.09,0.67,0.5,1.0,0.44,0.08,0.02,0.9,0.08,0.42,0.07,0.03,0.08,0.67,0.0,0.03,0.06,0.0,0.21,0.02,0.24,0.2,0.13,0.09,0.19,1.0,0.28,0.05,0.03,0.67,0.7,0.26,0.0,0.33,0.12,0.14,0.53,1.0,0.0,0.62,0.05,0.07,0.06,0.86,0,0.68,0.81,0.05,0.06,0.05,0.44,0.06,0.23,0.27,0.01,1.0,0.05,0.61,0.03,0.04,0.31,1.0,0.29,0.75,0.82,0.58,0.73,0.71,0.01,0.2,0.83,0.0,0.74,0.48,0.27,0.06,0.37,0.0,0.02,0.8,0.47,0.7,0.02,0.12,0.22,0.08,0.02,1.0,0.78,0.43,0.58,0.0,0.0,0.11,0.12,0.02,0.2,0.02,0.17,0.04,0.83,0.42,0.04,0.89,0.17,0.53,1.0,0.49,0.43,0.19,0.04,0.04,0.03,0.08,0.08,0.49,0.0,0.53,0.29,0,0.03,0.04,0.04,0.16,0.84,0.18,0.78,0.08,0.6,0.6,0.62,0.62,0.17,0.31,0.28,0.14,0.04,0.65,0.33,0.76,0.73,0.51,0.03,0.0,0.08,0.22,0.67,0.0,0.12
path___sentence_merge_strategy-match_cutoff_synset_strategy-average_wordnet-slk:0.45,1.0,0.74,0.49,0,0.08,0.36,0.13,0.0,0.03,0.04,0.13,0.19,0.04,0.05,0.64,0.03,0.4,0.42,0.49,0.02,0.71,0.02,0.79,0.58,0.26,1.0,0.15,0.04,0.09,0.67,0.38,0.18,0.63,0.66,0.0,0.05,0.04,0.0,0.0,0.05,0.14,0.21,0.12,0.64,0.66,0.0,0.58,0.06,0.37,0.18,0.47,0.73,0.65,0.66,0.04,0.03,0.02,0.51,0.18,0.0,0.01,0.43,0.7,0.02,0.03,0.38,0.35,0.6,0,0.4,0.42,0.3,0.0,0.61,0.0,0.0,0.08,0.16,0.08,0.03,0.03,0.06,0.0,0.05,0.17,0.36,0.49,0.36,0.71,0.0,0.05,0.14,0.0,0.11,0.15,0.06,0.09,0.63,0.06,0.31,0.48,0.47,0.42,0.02,0.31,0.1,0.22,0.38,0.03,0.45,0.2,0.05,0.08,0.04,0.54,0.0,0.02,0.06,0.67,0.39,0.14,0.35,0.25,0.02,0.04,0.03,0.02,0.31,0.27,0.56,0.41,0.03,0.02,0.04,0.22,0.14,0.91,0.08,0.03,0.04,0.06,0.18,0.37,0.73,0.04,0.37,0.07,0.04,0.36,0.06,0.07,0.31,0.11,1.0,0.36,0.08,0.02,0.65,0.07,0.31,0.06,0.03,0.06,0.67,0.0,0.02,0.04,0.0,0.14,0.01,0.23,0.17,0.08,0.08,0.14,0.88,0.28,0.04,0.03,0.47,0.49,0.11,0.0,0.14,0.11,0.03,0.53,0.52,0.0,0.49,0.03,0.07,0.05,0.54,0,0.49,0.57,0.04,0.05,0.03,0.32,0.05,0.23,0.19,0.01,0.64,0.05,0.45,0.02,0.03,0.21,0.85,0.25,0.5,0.66,0.41,0.4,0.68,0.01,0.1,0.59,0.0,0.63,0.39,0.12,0.06,0.29,0.0,0.02,0.5,0.4,0.52,0.02,0.12,0.1,0.04,0.02,0.57,0.66,0.28,0.41,0.0,0.0,0.08,0.12,0.02,0.18,0.01,0.16,0.04,0.59,0.33,0.03,0.66,0.07,0.35,0.31,0.46,0.31,0.1,0.04,0.04,0.02,0.07,0.05,0.35,0.0,0.53,0.19,0,0.03,0.03,0.04,0.09,0.62,0.07,0.45,0.07,0.36,0.47,0.57,0.61,0.08,0.21,0.21,0.13,0.03,0.44,0.14,0.44,0.61,0.37,0.03,0.0,0.08,0.1,0.67,0.0,0.11
leacock_chodorow___sentence_merge_strategy-all_to_all_synset_strategy-all_synsets_wordnet-slk:0.42,0.47,0.46,0.52,0,0.33,0.35,0.38,0.5,0.36,0.33,0.34,0.5,0.4,0.43,0.39,0.36,0.39,0.36,0.33,0.38,0.61,0.33,0.47,0.39,0.35,0.0,0.51,0.43,0.32,0.31,0.43,0.41,0.28,0.56,0.4,0.42,0.35,0.37,0.4,0.36,0.38,0.33,0.41,0.56,0.47,0.63,0.33,0.33,0.47,0.47,0.41,0.44,0.26,0.27,0.3,0.43,0.33,0.36,0.37,0.36,0.29,0.4,0.43,0.34,0.43,0.39,0.34,0.33,0.64,0.29,0.63,0.31,0.3,0.16,0.43,0.38,0.38,0.34,0.38,0.42,0.61,0.34,0.39,0.36,0.38,0.38,0.43,0.37,0.59,0.34,0.45,0.34,0.42,0.4,0.49,0.53,0.38,0.33,0.36,0.42,0.38,0.35,0.63,0.45,0.32,0.44,0.36,0.35,0.43,0.33,0.34,0.32,0.35,0.34,0.34,0.4,0.3,0.35,0.55,0.25,0.45,0.43,0.5,0.37,0.34,0.39,0.47,0.36,0.38,0.41,0.45,0.33,0.39,0.34,0.35,0.28,0.25,0.33,0.39,0.36,0.39,0.49,0.35,0.52,0.39,0.44,0.47,0.37,0.34,0.34,0.4,0.41,0.35,0.39,0.34,0.31,0.44,0.36,0.37,0.41,0.39,0.3,0.27,0.37,0.61,0.41,0.37,0.34,0.3,0.34,0.36,0.42,0.37,0.31,0.34,0.32,0.36,0.34,0.34,0.38,0.44,0.4,0.34,0.52,0.34,0.36,0.56,0.6,0.5,0.31,0.3,0.41,0.36,0.39,0,0.4,0.36,0.4,0.37,0.39,0.44,0.37,0.39,0.33,0.42,0.42,0.44,0.37,0.39,0.57,0.28,0.42,0.37,0.51,0.36,0.34,0.46,0.32,0.36,0.38,0.34,0.58,0.37,0.31,0.37,0.41,0.34,0.36,0.33,0.36,0.34,0.38,0.27,0.36,0.36,0.34,0.32,0.36,0.3,0.29,0.34,0.4,0.37,0.36,0.33,0.27,0.64,0.33,0.4,0.28,0.31,0.35,0.32,0.37,0.34,0.21,0.45,0.39,0.42,0.35,0.35,0.36,0.36,0.34,0.45,0.51,0.39,0.32,0.37,0.44,0.28,0.3,0.36,0.32,0.35,0.35,0.44,0.42,0.34,0.41,0.4,0.48,0.36,0.34,0.39,0.37,0.34,0.38,0.52,0.35,0.36,0.45,0.39,0.38,0.4,0.34,0.21,0.53,0.34
leacock_chodorow___sentence_merge_strategy-all_to_all_synset_strategy-first_synsets_wordnet-slk:0.44,0.47,0.48,0.41,0,0.34,0.35,0.39,0.56,0.35,0.37,0.34,0.49,0.43,0.5,0.4,0.35,0.39,0.38,0.32,0.42,0.47,0.35,0.43,0.42,0.34,0.0,0.53,0.51,0.35,0.3,0.43,0.37,0.34,0.54,0.4,0.4,0.33,0.45,0.4,0.39,0.37,0.34,0.44,0.43,0.8,0.9,0.39,0.34,0.65,0.52,0.42,0.35,0.36,0.4,0.33,0.41,0.34,0.42,0.44,0.35,0.34,0.47,0.41,0.37,0.41,0.45,0.37,0.4,0.95,0.25,0.9,0.33,0.19,0.38,0.33,0.36,0.45,0.36,0.38,0.4,0.58,0.36,0.4,0.34,0.45,0.39,0.41,0.38,0.3,0.38,0.47,0.36,0.54,0.41,0.42,0.49,0.39,0.38,0.39,0.44,0.29,0.41,0.9,0.56,0.35,0.36,0.37,0.37,0.4,0.32,0.31,0.29,0.38,0.34,0.36,0.39,0.37,0.35,0.41,0.29,0.31,0.35,0.63,0.47,0.39,0.36,0.52,0.36,0.38,0.41,0.4,0.35,0.47,0.36,0.34,0.32,0.37,0.35,0.38,0.39,0.36,0.55,0.39,0.48,0.39,0.67,0.4,0.39,0.37,0.33,0.38,0.49,0.38,0.43,0.34,0.32,0.35,0.38,0.47,0.41,0.43,0.33,0.22,0.3,0.42,0.35,0.43,0.28,0.34,0.32,0.29,0.46,0.35,0.34,0.39,0.4,0.36,0.4,0.32,0.43,0.36,0.37,0.32,0.48,0.36,0.3,0.61,0.8,0.53,0.42,0.37,0.41,0.4,0.45,0,0.43,0.4,0.38,0.41,0.37,0.34,0.37,0.41,0.29,0.42,0.43,0.4,0.41,0.47,0.45,0.44,0.51,0.4,0.44,0.4,0.37,0.46,0.36,0.23,0.38,0.36,0.37,0.35,0.34,0.31,0.52,0.38,0.27,0.37,0.38,0.37,0.43,0.22,0.24,0.42,0.33,0.3,0.38,0.4,0.37,0.34,0.52,0.32,0.4,0.37,0.3,0.8,0.29,0.41,0.28,0.24,0.34,0.33,0.4,0.34,0.31,0.53,0.36,0.39,0.32,0.36,0.37,0.36,0.34,0.41,0.41,0.42,0.34,0.38,0.41,0.32,0.37,0.36,0.31,0.33,0.32,0.42,0.37,0.32,0.39,0.54,0.52,0.36,0.35,0.38,0.38,0.34,0.3,0.47,0.33,0.36,0.43,0.41,0.4,0.4,0.34,0.31,0.46,0.43
leacock_chodorow___sentence_merge_strategy-all_to_all_synset_strategy-first_wordnet-slk:0.16,0.39,0.31,0.25,0,0.15,0.15,0.11,0.28,0.2,0.2,0.12,0.21,0.21,0.19,0.24,0.14,0.17,0.21,0.11,0.18,0.16,0.15,0.17,0.22,0.19,0.0,0.18,0.26,0.17,0.09,0.28,0.13,0.15,0.27,0.11,0.08,0.12,0.28,0.16,0.19,0.25,0.18,0.16,0.18,0.4,0.3,0.2,0.18,0.65,0.42,0.12,0.13,0.13,0.26,0.14,0.19,0.14,0.31,0.16,0.11,0.15,0.31,0.24,0.25,0.19,0.14,0.22,0.16,0.47,0.1,0.45,0.12,0.06,0.11,0.08,0.14,0.11,0.25,0.2,0.18,0.27,0.25,0.2,0.11,0.22,0.23,0.25,0.25,0.11,0.13,0.18,0.19,0.28,0.2,0.24,0.49,0.26,0.13,0.16,0.38,0.1,0.1,0.45,0.14,0.19,0.19,0.14,0.15,0.24,0.12,0.12,0.11,0.19,0.17,0.2,0.13,0.13,0.17,0.16,0.08,0.06,0.11,0.21,0.19,0.21,0.15,0.26,0.16,0.28,0.27,0.1,0.17,0.22,0.16,0.2,0.12,0.16,0.23,0.21,0.18,0.12,0.41,0.24,0.24,0.2,0.45,0.27,0.17,0.23,0.16,0.26,0.28,0.09,0.21,0.23,0.18,0.14,0.19,0.24,0.29,0.24,0.12,0.08,0.1,0.24,0.11,0.16,0.09,0.17,0.1,0.13,0.3,0.23,0.26,0.29,0.21,0.2,0.14,0.12,0.36,0.11,0.16,0.1,0.23,0.3,0.08,0.25,0.3,0.13,0.18,0.15,0.17,0.24,0.24,0,0.3,0.2,0.17,0.22,0.12,0.15,0.25,0.23,0.1,0.15,0.18,0.28,0.22,0.22,0.09,0.16,0.31,0.24,0.15,0.23,0.15,0.21,0.12,0.09,0.17,0.1,0.12,0.17,0.14,0.12,0.35,0.24,0.07,0.21,0.2,0.24,0.23,0.09,0.08,0.28,0.17,0.13,0.23,0.27,0.15,0.17,0.26,0.09,0.16,0.2,0.12,0.4,0.09,0.17,0.13,0.07,0.12,0.19,0.16,0.13,0.08,0.26,0.19,0.17,0.14,0.19,0.18,0.17,0.19,0.14,0.22,0.19,0.09,0.23,0.22,0.12,0.09,0.17,0.13,0.11,0.11,0.27,0.16,0.17,0.2,0.22,0.26,0.21,0.17,0.31,0.19,0.16,0.09,0.07,0.15,0.23,0.19,0.17,0.16,0.18,0.2,0.1,0.22,0.13
leacock_chodorow___sentence_merge_strategy-all_to_all_synset_strategy-max_wordnet-slk:0.2,0.39,0.31,0.26,0,0.16,0.18,0.13,0.28,0.22,0.21,0.15,0.21,0.21,0.22,0.25,0.15,0.19,0.22,0.12,0.23,0.16,0.16,0.18,0.24,0.22,0.0,0.18,0.32,0.2,0.11,0.3,0.15,0.21,0.28,0.12,0.1,0.16,0.31,0.17,0.21,0.28,0.2,0.18,0.19,0.43,0.3,0.21,0.2,0.66,0.42,0.14,0.14,0.14,0.27,0.15,0.21,0.19,0.33,0.17,0.11,0.17,0.31,0.26,0.31,0.21,0.14,0.24,0.18,0.47,0.12,0.45,0.12,0.09,0.11,0.08,0.17,0.13,0.28,0.24,0.21,0.28,0.27,0.22,0.13,0.28,0.25,0.27,0.26,0.11,0.14,0.21,0.23,0.3,0.23,0.26,0.49,0.29,0.14,0.2,0.41,0.11,0.11,0.45,0.14,0.22,0.21,0.16,0.16,0.25,0.15,0.14,0.14,0.2,0.19,0.24,0.13,0.13,0.23,0.19,0.12,0.06,0.11,0.24,0.21,0.21,0.15,0.26,0.18,0.3,0.28,0.1,0.18,0.24,0.18,0.21,0.13,0.17,0.26,0.24,0.21,0.13,0.41,0.27,0.24,0.22,0.48,0.31,0.2,0.24,0.21,0.27,0.31,0.11,0.21,0.27,0.18,0.15,0.2,0.29,0.31,0.24,0.12,0.09,0.14,0.24,0.12,0.2,0.12,0.19,0.11,0.15,0.32,0.27,0.28,0.32,0.22,0.21,0.15,0.14,0.38,0.12,0.19,0.11,0.23,0.33,0.11,0.25,0.32,0.13,0.22,0.17,0.18,0.27,0.25,0,0.32,0.21,0.21,0.23,0.13,0.18,0.28,0.24,0.13,0.17,0.2,0.28,0.24,0.24,0.1,0.2,0.31,0.26,0.16,0.26,0.16,0.22,0.13,0.11,0.21,0.1,0.13,0.18,0.17,0.16,0.36,0.28,0.1,0.24,0.22,0.26,0.24,0.11,0.1,0.33,0.2,0.15,0.24,0.29,0.19,0.2,0.32,0.1,0.2,0.22,0.16,0.41,0.1,0.19,0.17,0.09,0.13,0.21,0.18,0.15,0.09,0.39,0.2,0.17,0.15,0.19,0.2,0.22,0.21,0.14,0.23,0.21,0.09,0.25,0.24,0.13,0.11,0.19,0.15,0.12,0.13,0.32,0.21,0.2,0.23,0.22,0.26,0.25,0.2,0.33,0.2,0.18,0.1,0.07,0.18,0.23,0.25,0.19,0.18,0.19,0.22,0.13,0.23,0.13
leacock_chodorow___sentence_merge_strategy-all_to_all_synset_strategy-average_wordnet-slk:0.16,0.39,0.29,0.24,0,0.13,0.16,0.11,0.23,0.2,0.2,0.11,0.18,0.18,0.2,0.23,0.12,0.17,0.2,0.1,0.16,0.14,0.14,0.15,0.22,0.19,0.0,0.15,0.24,0.16,0.1,0.28,0.13,0.19,0.24,0.1,0.09,0.13,0.25,0.16,0.18,0.26,0.18,0.14,0.17,0.32,0.21,0.19,0.18,0.42,0.38,0.11,0.11,0.12,0.25,0.13,0.18,0.14,0.3,0.15,0.1,0.15,0.28,0.23,0.24,0.18,0.12,0.22,0.17,0.36,0.1,0.32,0.11,0.05,0.1,0.07,0.13,0.08,0.26,0.19,0.16,0.24,0.24,0.19,0.11,0.19,0.23,0.23,0.24,0.08,0.1,0.17,0.18,0.23,0.18,0.23,0.49,0.25,0.11,0.17,0.37,0.07,0.09,0.32,0.1,0.18,0.17,0.13,0.12,0.23,0.11,0.11,0.1,0.18,0.17,0.19,0.12,0.12,0.17,0.17,0.09,0.05,0.1,0.16,0.17,0.19,0.15,0.24,0.16,0.27,0.25,0.08,0.16,0.16,0.16,0.19,0.11,0.16,0.23,0.2,0.16,0.11,0.37,0.23,0.22,0.18,0.3,0.28,0.17,0.22,0.16,0.25,0.23,0.08,0.19,0.23,0.17,0.13,0.18,0.22,0.28,0.21,0.12,0.08,0.14,0.21,0.1,0.14,0.08,0.16,0.09,0.12,0.31,0.24,0.25,0.27,0.2,0.19,0.13,0.12,0.33,0.09,0.16,0.09,0.19,0.3,0.06,0.2,0.23,0.11,0.19,0.13,0.17,0.24,0.18,0,0.3,0.19,0.18,0.19,0.11,0.14,0.23,0.23,0.11,0.14,0.16,0.25,0.2,0.16,0.08,0.15,0.29,0.24,0.13,0.25,0.13,0.18,0.11,0.1,0.17,0.07,0.1,0.17,0.13,0.12,0.35,0.23,0.07,0.21,0.19,0.23,0.21,0.09,0.1,0.24,0.17,0.13,0.2,0.27,0.14,0.16,0.2,0.07,0.17,0.19,0.13,0.33,0.08,0.17,0.14,0.06,0.11,0.18,0.15,0.13,0.07,0.23,0.19,0.16,0.14,0.17,0.17,0.18,0.19,0.12,0.21,0.17,0.07,0.22,0.22,0.12,0.09,0.17,0.13,0.1,0.11,0.25,0.16,0.16,0.21,0.22,0.25,0.21,0.15,0.3,0.19,0.15,0.08,0.06,0.14,0.22,0.22,0.16,0.14,0.17,0.18,0.13,0.21,0.1
leacock_chodorow___sentence_merge_strategy-match_cutoff_synset_strategy-all_synsets_wordnet-slk:0.51,1.0,0.74,0.85,0,0.35,0.73,0.59,0.48,0.32,0.24,0.51,0.93,0.32,0.44,0.71,0.32,0.83,0.81,0.55,0.4,0.59,0.27,0.89,0.35,0.42,0,0.9,0.48,0.66,0.5,0.55,0.76,0.27,0.92,0.36,0.35,0.31,0.3,0,0.31,0.55,0.38,0.41,0.72,0.91,0.59,0.48,0.3,1.0,0.75,0.58,0.72,0.49,0.2,0.27,0.9,0.25,0.95,0.32,0.51,0.26,0.62,0.95,0.32,0.9,0.5,0.48,0.29,0.92,0.29,0.9,0.34,0.4,0.39,0.59,0.34,0.38,0.33,0.31,0.41,0.93,0.26,0.32,0.33,0.95,0.34,0.41,0.72,0.72,0.33,0.35,0.5,0.4,0.53,0.77,0.41,0.6,0.73,0.35,0.47,0.46,0.44,0.9,0.4,0.48,0.79,0.61,0.28,0.38,0.35,0.38,0.37,0.52,0.45,0.33,0.43,0.24,0.32,0.66,0.47,0.9,0.69,0.32,0.39,0.29,0.24,0.3,0.34,0.3,0.72,0.88,0.34,0.29,0.33,0.57,0.28,0.48,0.31,0.36,0.66,0.4,0.74,0.61,0.93,0.41,1.0,0.38,0.34,0.46,0.34,0.33,0.7,0.32,1.0,0.39,0.26,0.26,0.72,0.31,0.35,0.35,0.34,0.31,0.59,0.59,0.42,0.35,0.34,0.35,0.37,0.32,0.32,0.33,0.28,0.62,0.7,0.4,0.52,0.34,1.0,0.47,0.5,0.28,0.66,0.28,0.71,0.82,0.92,1.0,0.4,0.27,0.45,0.32,0.75,0,0.81,0.89,0.49,0.35,0.38,0.32,0.66,0.76,0.47,0.46,0.82,0.73,0.62,0.29,0.57,0.58,0.98,0.29,0.75,0.73,0.4,0.79,0.31,0.43,0.32,0.32,0.59,0.49,0.44,0.57,0,0.41,0.33,0.36,0.42,0.7,0.93,0.4,0.48,0.52,0.32,0.29,0.89,0.23,0.25,0.59,0.89,0.29,0.35,0.29,0.3,0.92,0.33,0.32,0.28,0.43,0.34,0.32,0.25,0.45,0.38,0.37,0.8,0.72,0.49,0.2,0.44,0.32,0.35,0.46,0.47,0.4,0.45,0.37,0.32,0.26,0.45,0.34,0.34,0.77,0.41,0.81,0.39,0.8,0.45,0.85,0.74,0.36,0.68,0.52,0.38,0.4,0.61,0.74,0.43,0.74,0.64,0.36,1.0,0.4,0.53,0.0,0.4,0.37
leacock_chodorow___sentence_merge_strategy-match_cutoff_synset_strategy-first_synsets_wordnet-slk:0.59,1.0,0.66,0.7,0,0.53,0.54,0.58,0.32,0.55,0.26,0.71,0.72,0.32,0.34,0.78,0.38,0.79,0.74,0.5,0.37,0,0.19,0.7,0.79,0.31,0,0.68,0.42,0.64,0.76,0.48,0.63,0.57,0.97,0.27,0.4,0.3,0.32,0,0.44,0.52,0.54,0.67,0.58,0.95,0,0.75,0.32,1.0,0.85,0.63,0.72,0.58,0.33,0.29,0.98,0.22,0.86,0.37,0.26,0.23,0.63,0.97,0.27,0.98,0.61,0.66,0.72,0.95,0.38,0.9,0.37,0,0.49,0,0.16,0.45,0.58,0.75,0.38,0.97,0.28,0.26,0,0.95,0.65,0.21,0.83,0.45,0.55,0.35,0.86,0.37,0.48,0.62,0.21,0.55,0.63,0.32,0.52,0.36,0.38,0.9,0.24,0.63,0.63,0.65,0.49,0.28,0.27,0.57,0.37,0.51,0.35,0.86,0.32,0.31,0.35,0.38,0.51,0.62,0.53,0.63,0.95,0.57,0.27,0.26,0.4,0.29,0.48,0.5,0.32,0.62,0.27,0.47,0.33,0.67,0.29,0.28,0.64,0.34,0.66,0.59,0.95,0.25,1.0,0.39,0.32,0.6,0.3,0.4,0.62,0.5,1.0,0.43,0.52,0.26,0.68,0.32,0.29,0.33,0.34,0.26,0.3,0.47,0.27,0.38,0,0.26,0.58,0.26,0.32,0.31,0.3,0.3,0.82,0.33,0.4,0.27,1.0,0.49,0.47,0.34,0.26,0.38,0.61,0.9,0.95,1.0,0.81,0.31,0.53,0.38,0.7,0,0.76,0.79,0.21,0.33,0.25,0.37,0.41,0.68,0.38,0.34,0.79,0.63,0.61,0.62,0.65,0.54,0.97,0.43,0.7,0.75,0.77,0.59,0.61,0.37,0.39,0.48,0,0.42,0.75,0.48,0.43,0.41,0,0.34,0.6,0.72,0.84,0.15,0.61,0.54,0.28,0.32,0.79,0.33,0.24,0.64,0.95,0.0,0.45,0.34,0.26,0.95,0.34,0.56,0.23,0.4,0.41,0.28,0.22,0.37,0.33,0.62,0.73,0.62,0.44,0.24,0.38,0.31,0.5,0.56,0.7,0.24,0.32,0.29,0.29,0.18,0.32,0.25,0.33,0.49,0.35,0.82,0.28,0.78,0.37,0.9,0.76,0.41,0.49,0.43,0.35,0.38,0.46,0.9,0.51,0.73,0.75,0.33,1.0,0.35,0.42,0,0.26,0
leacock_chodorow___sentence_merge_strategy-match_cutoff_synset_strategy-first_wordnet-slk:0.59,1.0,0.75,0.7,0,0.15,0.38,0.33,0.0,0.11,0.15,0.25,0.49,0.14,0.16,0.76,0.12,0.35,0.54,0.39,0.09,0.45,0.07,0.7,0.67,0.42,0.0,0.47,0.14,0.25,0.33,0.37,0.39,0.46,0.97,0.0,0.08,0.12,0.0,0.0,0.15,0.3,0.3,0.34,0.58,0.95,0.0,0.61,0.17,1.0,0.44,0.38,0.58,0.58,0.58,0.11,0.11,0.07,0.72,0.33,0.0,0.04,0.64,0.97,0.07,0.11,0.53,0.5,0.54,0,0.23,0.9,0.18,0.0,0.47,0.0,0.0,0.23,0.28,0.19,0.09,0.11,0.25,0.0,0.12,0.53,0.42,0.77,0.53,0.45,0.0,0.16,0.33,0.0,0.3,0.41,0.21,0.28,0.95,0.14,0.41,0.51,0.34,0.9,0.06,0.45,0.32,0.36,0.16,0.14,0.42,0.24,0.18,0.21,0.13,0.77,0.0,0.07,0.14,0.33,0.28,0.3,0.27,0.63,0.08,0.16,0.12,0.06,0.24,0.33,0.74,0.33,0.13,0.09,0.13,0.4,0.22,0.72,0.29,0.09,0.12,0.17,0.44,0.47,0.95,0.15,1.0,0.28,0.12,0.43,0.2,0.24,0.67,0.26,1.0,0.47,0.21,0.06,0.68,0.29,0.46,0.26,0.08,0.13,0.3,0.0,0.1,0.13,0.0,0.27,0.05,0.11,0.47,0.24,0.32,0.38,0.82,0.37,0.14,0.11,0.67,0.41,0.2,0.0,0.33,0.3,0.14,0.57,0.95,0.0,0.6,0.11,0.17,0.2,0.7,0,0.62,0.73,0.11,0.17,0.11,0.31,0.22,0.32,0.17,0.05,0.8,0.2,0.56,0.09,0.13,0.33,0.97,0.36,0.47,0.67,0.77,0.6,0.29,0.05,0.19,0.48,0.0,0.57,0.4,0.34,0.24,0.47,0.0,0.09,0.69,0.51,0.76,0.07,0.24,0.35,0.14,0.06,0.97,0.58,0.26,0.46,0.0,0.0,0.22,0.23,0.07,0.51,0.05,0.13,0.13,0.33,0.25,0.13,0.59,0.23,0.33,0.62,0.57,0.5,0.29,0.13,0.12,0.06,0.21,0.19,0.56,0.0,0.13,0.4,0,0.07,0.11,0.15,0.39,0.49,0.12,0.82,0.21,0.52,0.52,0.68,0.76,0.26,0.32,0.44,0.34,0.09,0.4,0.3,0.58,0.69,0.56,0.1,0.0,0.22,0.31,0.33,0.0,0.26
